name,description,oldprice,price,discount,category,category,promo,url,picture,picture,picture,picture,keywords
"Толстовка JxJC Varsity Logo Graphic Tee","  	 Толстовка с ; круглым вырезом, длинными рукавами, спущенной линией плеча и принтом-логотипом спереди.  ",4400,2200,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/tolstovka-jxjc-varsity-logo-graphic-tee-JWFKT100803-422/,https://juicycouture.ru/upload/iblock/f20/f2067be44b893e9c0aed668b2b5ef904.jpg,https://juicycouture.ru/upload/iblock/776/7766f364d4987e07f52399d25579da64.jpg,https://juicycouture.ru/upload/iblock/370/3707fed2f574690f3ad5fcbf6223954d.jpg,,
"Толстовка JxJC Varsity Logo Graphic Tee","  	 Толстовка с ; круглым вырезом, длинными рукавами, спущенной линией плеча и принтом-логотипом спереди.  ",4400,2200,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/tolstovka-jxjc-varsity-logo-graphic-tee-JWFKT100803-602/,https://juicycouture.ru/upload/iblock/ba9/ba9a42ea6604a9c4ea1457294537b960.jpg,https://juicycouture.ru/upload/iblock/19d/19d0db414543fd31a5463e0106555863.jpg,https://juicycouture.ru/upload/iblock/ecc/ecc536f4fa0dcaa1e26b7dff374624bd.jpg,,
"Толстовка JxJC Varsity Logo Graphic Tee","  	 Толстовка с ; круглым вырезом, длинными рукавами, спущенной линией плеча и принтом-логотипом спереди.  ",4400,2200,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/tolstovka-jxjc-varsity-logo-graphic-tee-JWFKT100803-688/,https://juicycouture.ru/upload/iblock/490/490c11e20b6ff030c0c171e2ea826890.jpg,https://juicycouture.ru/upload/iblock/2b7/2b785ce3893f5b2b5275bc12828b75f8.jpg,https://juicycouture.ru/upload/iblock/3d2/3d2ab349af34b2dba80ae7b3f4bc235a.jpg,,
"Брюки Джинсовые Coldwater Wash Core Skinny Jean","  	 Джинсы из эластичной ткани, со средней посадкой, застежкой на пуговицу и молнию, передними и задними карманами, необработанной кромкой по низу и разрывами.  ",7500,3750,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/bryuki-dzhinsovye-coldwater-wash-core-skinny-jean-JWFWB101087-459/,https://juicycouture.ru/upload/iblock/096/09644ac21c026075d4978a114b1b7340.jpg,https://juicycouture.ru/upload/iblock/d9d/d9df1d23835381defebe90e4fccbd5c8.jpg,https://juicycouture.ru/upload/iblock/d83/d83bef6f849390ebb14c5783dc56d0ff.jpg,,
"Брюки Fleece JxJC Made Logo Pant","  	 Брюки-джоггеры с принтом-логотипом на ноге и эластичной регулируемой талией со шнурком.  ",5100,2550,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/bryuki-fleece-jxjc-made-logo-pant-JWTKB111721-950/,https://juicycouture.ru/upload/iblock/416/4168a34d510024c27cbda7f5bc6df10d.jpg,https://juicycouture.ru/upload/iblock/b78/b78e4856a5066b5d48d89cef715cce25.jpg,,,
"Толстовка La Split Logo Terry Pullover","Укороченная толстовка с ассиметричным кроем, длинными рукавами, круглым вырезом и манжетами на рукавах.",5600,2800,50%,"Одежда > Толстовки",,,https://juicycouture.ru/catalog/womens-clothing/sweatshirts/tolstovka-la-split-logo-terry-pullover-JWTKT121065-049/,https://juicycouture.ru/upload/iblock/0b9/0b98e6ec1ffbad5ef9e19fc95897148a.jpg,https://juicycouture.ru/upload/iblock/1f3/1f3c9387ecb3e51b440d6269acb28b42.jpg,https://juicycouture.ru/upload/iblock/a84/a8492848db5bbba09fb6ce4e546f677f.jpg,,
"Толстовка Microterry Short Sleeve Robertson","Темно-синяя толстовка с короткими рукавами и приталенным силуэтом поможет создать расслабленный образ. Сочетайте ее с брюками и шортами, футболками и сникерсами.",9900,4950,50%,"Одежда > Толстовки",,,https://juicycouture.ru/catalog/womens-clothing/sweatshirts/tolstovka-microterry-short-sleeve-robertson-WTKJ138120-419/,https://juicycouture.ru/upload/iblock/017/017e098d71e1aca488b8549dbccfd4c7.jpg,https://juicycouture.ru/upload/iblock/107/107c19d224e256fd1f586eb6a3b166c8.jpg,https://juicycouture.ru/upload/iblock/d8d/d8db93024d13ad1f07acf09583c2afa4.jpg,,
"Толстовка Microterry Short Sleeve Robertson","Толстовка из велюра с капюшоном, короткими рукавами, карманом-кенгуру и застежкой на молнию спереди.",9900,4950,50%,"Одежда > Толстовки",,,https://juicycouture.ru/catalog/womens-clothing/sweatshirts/tolstovka-microterry-short-sleeve-robertson-WTKJ138120-449/,https://juicycouture.ru/upload/iblock/638/6386306b5994c8f9fa8e407c47ba06d3.jpg,https://juicycouture.ru/upload/iblock/ead/ead7be18c54b5c86e88dc9acaa6be66c.jpg,https://juicycouture.ru/upload/iblock/bc1/bc14a4f166fe145226a13fbbcebfa3a1.jpg,,
"Куртка Leopard Print Hooded","Куртка-анорак с капюшоном, застежкой на кнопки, высоким воротом и двумя передними карманами.",13400,6700,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/kurtka-leopard-print-hooded-JWFWJ122198-987/,https://juicycouture.ru/upload/iblock/d87/d87dc2104eac4103e9141d7993f6ff99.jpg,https://juicycouture.ru/upload/iblock/58c/58cd0c52c5b37c893068b06ddc323371.jpg,https://juicycouture.ru/upload/iblock/e7c/e7c0797e567dc4a9615d60c0cee2a645.jpg,,
"Джинсовые Брюки Crop Flare Jean","Джинсы со средней посадкой, двойными контрастными полосами с боковых сторон, потертым эффектом, пятью карманами, ассиметричным низом и застежкой на молнию и металлическую пуговицу спереди.",17500,8750,50%,"Одежда > Деним",,,https://juicycouture.ru/catalog/womens-clothing/denim/dzhinsovye-bryuki-crop-flare-jean-WFWB100853-413/,https://juicycouture.ru/upload/iblock/cfd/cfde6edb3498821793818bbc70dc21ec.jpg,https://juicycouture.ru/upload/iblock/dc8/dc88b60ce9961d71b1a93b8ff7dab854.jpg,https://juicycouture.ru/upload/iblock/03f/03f4faf7c4676726190a0c79c381f962.jpg,,
"Брюки Bold Stripe","Укороченные брюки струящегося кроя с высокой посадкой, цветочным принтом и застежкой на молнию и пуговицу спереди.",17400,8700,50%,"Одежда > Брюки",,,https://juicycouture.ru/catalog/womens-clothing/pants/bryuki-bold-stripe-WFWB116692-174/,https://juicycouture.ru/upload/iblock/f3c/f3c91e0b09a8c798f7856f0a0aba525d.jpg,https://juicycouture.ru/upload/iblock/5ef/5ef02b623f21cfdd43120115bc4e3850.jpg,https://juicycouture.ru/upload/iblock/0c5/0c59bb83117c76095fffd8af77eff672.jpg,,
"Брюки Stripe Tricot Cropped Track","Укороченные брюки с двойными контрастными полосами с боковых сторон, застежкой молнией спереди и эластичным поясом.",11900,5950,50%,"Одежда > Брюки",,,https://juicycouture.ru/catalog/womens-clothing/pants/bryuki-stripe-tricot-cropped-track-WTWB116550-109/,https://juicycouture.ru/upload/iblock/0d9/0d97afb427cdc33dd363aad282cd4676.jpg,https://juicycouture.ru/upload/iblock/99f/99f3ed98029b4976792e9b47b0190a29.jpg,https://juicycouture.ru/upload/iblock/130/1305115826ab2a550f9364f186102669.jpg,,
"Платье-Рубашка Striped Cotton","Платье-рубашка с воротником с лацканами, длинными рукавами и застежкой на пуговицы спереди.",14800,7400,50%,"Одежда > Платья",,,https://juicycouture.ru/catalog/womens-clothing/dresses/plate-rubashka-striped-cotton-WFWD137559-115/,https://juicycouture.ru/upload/iblock/fd0/fd0ed3c4d9e92fa9b867c4c7485b5bc4.jpg,https://juicycouture.ru/upload/iblock/12d/12d50cac60907303673b0dc96e3fce3b.jpg,https://juicycouture.ru/upload/iblock/cda/cdaf9628ee5ce090cd7bd4c28e2fb80b.jpg,,
"Юбка All Over Dot Jacquard Flirty","Мини-юбка с высокой посадкой и эластичным поясом.",13900,6950,50%,"Одежда > Юбки",,,https://juicycouture.ru/catalog/womens-clothing/skirts/yubka-all-over-dot-jacquard-flirty-WFSB121983-130/,https://juicycouture.ru/upload/iblock/f57/f57225fe6753447f9696b58ce7f7b1ba.jpg,https://juicycouture.ru/upload/iblock/3b8/3b832fe4895a113cc4eaf43bd14b054b.jpg,https://juicycouture.ru/upload/iblock/a91/a918fb6c192e8469df2db43b5c61b51e.jpg,,
"Юбка All Over Dot Pleated Midi","Плиссированная юбка миди с контрастным поясом.",18200,9100,50%,"Одежда > Юбки",,,https://juicycouture.ru/catalog/womens-clothing/skirts/yubka-all-over-dot-pleated-midi-WFWB116431-657/,https://juicycouture.ru/upload/iblock/4f0/4f058502ea604ff7d7ad5cb67a9ed5d7.jpg,https://juicycouture.ru/upload/iblock/b86/b86b4a195362ec344ca463c17f76140d.jpg,https://juicycouture.ru/upload/iblock/c3d/c3da41f886b500896d9d0a02273f3c7c.jpg,,
"Кардиган Polka Dot Knit Jacquard","Кардиган с круглым вырезом, длинными рукавами с разрезами сбоку, двумя передними карманами и застежкой на пуговицы.",15500,7750,50%,"Одежда > Свитера",,,https://juicycouture.ru/catalog/womens-clothing/sweaters/kardigan-polka-dot-knit-jacquard-WFSJ117254-009/,https://juicycouture.ru/upload/iblock/dd3/dd3e67aeb4fdcf1553b07d118533a092.jpg,https://juicycouture.ru/upload/iblock/287/287b9f108b988591ef6274cc92e67875.jpg,https://juicycouture.ru/upload/iblock/f96/f968a7fbd4defe691122040cc7d14d7d.jpg,,
"Блуза All Over Dot","Блуза с воротником стойкой, длинными рукавами и бантом из ткани.",17350,8675,50%,"Одежда > Блузки",,,https://juicycouture.ru/catalog/womens-clothing/blouses/bluza-all-over-dot-WFWT116433-173/,https://juicycouture.ru/upload/iblock/f24/f2456290e1f8827202279a2ae4c57528.jpg,https://juicycouture.ru/upload/iblock/64c/64c5e48b4402deee8d7c0405778c3a95.jpg,https://juicycouture.ru/upload/iblock/86d/86d4ce59d2d7367f5ff56b6c238c30da.jpg,,
"Толстовка Stripe Detail Tricot Track Jacket","  	Толстовка с контрастными полосами, высоким воротом, длинными рукавами, карманом-кенгуру и застежкой на молнию спереди.  ",13600,6800,50%,"Одежда > Толстовки",,,https://juicycouture.ru/catalog/womens-clothing/sweatshirts/tolstovka-stripe-detail-tricot-track-jacket-WTWJ116546-150/,https://juicycouture.ru/upload/iblock/9b3/9b3f679795d948c0426ec33a02f8e21e.jpg,https://juicycouture.ru/upload/iblock/57b/57bdd99a00a611b4790ee07a6daeea1c.jpg,,,
"Толстовка Stripe Detail Tricot Track Jacket","  	 Толстовка с контрастными полосами, высоким воротом, длинными рукавами, карманом-кенгуру и застежкой на молнию спереди.  ",13600,6800,50%,"Одежда > Толстовки",,,https://juicycouture.ru/catalog/womens-clothing/sweatshirts/tolstovka-stripe-detail-tricot-track-jacket-WTWJ116546-974/,https://juicycouture.ru/upload/iblock/511/5112258d37d57ec7de7926d7eb9b0688.jpg,https://juicycouture.ru/upload/iblock/eca/ecaa419fea083251126d4e7690a71757.jpg,https://juicycouture.ru/upload/iblock/07c/07c35d3ea3c0da045fead740d760596a.jpg,,
"Футболка So Juicy Graphic","  	 Футболка свободного кроя с круглым вырезом, короткими рукавами, принтом спереди, контрастной полосой на рукавах и воротнике.  ",3900,1950,50%,"Одежда > Футболки",,,https://juicycouture.ru/catalog/womens-clothing/t-shirts/futbolka-so-juicy-graphic-JWTKT120716-453/,https://juicycouture.ru/upload/iblock/73b/73bb319424bf3451d4172f72cbd1d8f2.jpg,https://juicycouture.ru/upload/iblock/420/420adcdfe226de135545150af20db3f1.jpg,https://juicycouture.ru/upload/iblock/203/203c83ffe1e7904de448c884b5fd6633.jpg,,
"Футболка Juicy Mirrored Logo Graphic","  	 Футболка свободного кроя с круглым вырезом, короткими рукавами, принтом спереди, контрастной полосой на рукавах и воротнике.  ",3900,1950,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/futbolka-juicy-mirrored-logo-graphic-JWTKT120893-419/,https://juicycouture.ru/upload/iblock/983/983a437cbf5f597ece69f06af78a5f37.jpg,https://juicycouture.ru/upload/iblock/504/5040c7fd7607648989ee57cce2e9cd38.jpg,https://juicycouture.ru/upload/iblock/22d/22db9a98564325577c57c61baa802776.jpg,,
"Футболка I Heart Juicy Tee","  	 Футболка с короткими рукавами, круглым вырезом, принтом-логотипом из клепок спереди и контрастной окантовкой.  ",6650,3325,50%,"Одежда > Футболки",,,https://juicycouture.ru/catalog/womens-clothing/t-shirts/futbolka-i-heart-juicy-tee-WFKT122145-119/,https://juicycouture.ru/upload/iblock/944/944f9b1418d326ed8aa6d5cd430ecda7.jpg,https://juicycouture.ru/upload/iblock/9f5/9f559aba822c0d26b9f92be3b1e53f5d.jpg,https://juicycouture.ru/upload/iblock/3e3/3e3f3dbb1a2b7128f5c26e4987aa9824.jpg,,
"Платье Hayworth Floral Embroidered Mesh","  	 Платье миди с круглым вырезом, короткими рукавами, цветочной вышивкой и поясом.  ",31400,15700,50%,"Одежда > Платья",,,https://juicycouture.ru/catalog/womens-clothing/dresses/plate-hayworth-floral-embroidered-mesh-WFKD116601-140/,https://juicycouture.ru/upload/iblock/283/28333e32fccca085c421be113b04b29c.jpg,https://juicycouture.ru/upload/iblock/21e/21e0799fd37740214aeff26fe7e539e6.jpg,https://juicycouture.ru/upload/iblock/b47/b47fbfa8554aec864f738494f3c67904.jpg,,
"Платье Silk Hayworth Floral","  	 Шелковое платье с V-образным вырезом, длинными рукавами, пуговицами спереди и контрастным цветочным принтом.  ",31300,15650,50%,"Одежда > Платья",,,https://juicycouture.ru/catalog/womens-clothing/dresses/plate-silk-hayworth-floral-WFWD116524-628/,https://juicycouture.ru/upload/iblock/620/620a64f1ea9ab02d1b980ba99cb9186c.jpg,https://juicycouture.ru/upload/iblock/b4e/b4e7521b201753c0c0b83610a1ed9e9c.jpg,https://juicycouture.ru/upload/iblock/f66/f66e0cbc7d8b85496db798a4fe100b01.jpg,,
"Платье Flirty Colorblock Ponte","  	 Платье А-силуэта с короткими рукавами и контрастным полосами на талии.  ",16300,8150,50%,"Одежда > Платья",,,https://juicycouture.ru/catalog/womens-clothing/dresses/plate-flirty-colorblock-ponte-WFWD116583-622/,https://juicycouture.ru/upload/iblock/267/267edd594fd2446108ec755374a878ff.jpg,https://juicycouture.ru/upload/iblock/5ca/5caa57e333d9e37c43fdf61fcfbbc155.jpg,https://juicycouture.ru/upload/iblock/34b/34b8db73283c925ac8a4b9d21a3b07da.jpg,,
"Майка Juicy Diagonal Stripe","  	 Майка свободного кроя с круглым вырезом, принтом-логотипом из страз спереди и контрастной окантовкой.  ",6300,3150,50%,"Одежда > Футболки",,,https://juicycouture.ru/catalog/womens-clothing/t-shirts/mayka-juicy-diagonal-stripe-WFKT119048-410/,https://juicycouture.ru/upload/iblock/7ab/7ab965daf70ace530dc226f39f00108a.jpg,https://juicycouture.ru/upload/iblock/743/7436b06fb514019bdc3dd8e78d0f0d37.jpg,https://juicycouture.ru/upload/iblock/ee5/ee5218423359de9e8b10640a56ce4afb.jpg,,
"Брюки Silk Hayworth Floral Slim","  	 Шелковый брюки с полосками по бокам, цветочным принтом, манжетами по низу и застежкой молнией сбоку.  ",19250,9625,50%,"Одежда > Брюки",,,https://juicycouture.ru/catalog/womens-clothing/pants/bryuki-silk-hayworth-floral-slim-WFWB116530-417/,https://juicycouture.ru/upload/iblock/1c1/1c16169af982f40ec7b49b3a722a9efe.jpg,https://juicycouture.ru/upload/iblock/87f/87f642b287289a079f2f7060c1720578.jpg,https://juicycouture.ru/upload/iblock/cd2/cd25fae3b713222449477ee72bd982fc.jpg,,
"Брюки Juicy Script Microterry Mar Vista","  	 Брюки прямого кроя с эластичной регулируемой талией со шнурком и принтом сзади.  ",9900,4950,50%,"Одежда > Брюки",,,https://juicycouture.ru/catalog/womens-clothing/pants/bryuki-juicy-script-microterry-mar-vista-WTKB116252-049/,https://juicycouture.ru/upload/iblock/3bf/3bfa6724f251f2cf7bcfc6a3e6cdc610.jpg,https://juicycouture.ru/upload/iblock/e0e/e0e3c62f7824897191f350a3bb0def41.jpg,https://juicycouture.ru/upload/iblock/e52/e52a40155dee56465511c4184db2d5b0.jpg,,
"Брюки Juicy Logo Wide Leg Terry","  	 Брюки с двойными контрастными полосами с боковых сторон, принтом спереди и эластичной регулируемой талией со шнурком.  ",5900,2950,50%,"Одежда > Брюки",,,https://juicycouture.ru/catalog/womens-clothing/pants/bryuki-juicy-logo-wide-leg-terry-JWTKB120782-611/,https://juicycouture.ru/upload/iblock/f4d/f4d1619b2e338767f4eee0ff2fa613c3.jpg,https://juicycouture.ru/upload/iblock/ed3/ed3548cedd3b21af923575d11be25b56.jpg,https://juicycouture.ru/upload/iblock/a2c/a2cd4bdc1586c942274f8fe19893ff8b.jpg,,
"Блуза Silk Hayworth Floral","  	 Шелковая рубашка с воротником с лацканами, длинными рукавами, накладным передним карманом, застежкой на пуговицы и контрастным цветочным принтом.  ",19150,9575,50%,"Одежда > Блузки",,,https://juicycouture.ru/catalog/womens-clothing/blouses/bluza-silk-hayworth-floral-WFWT127364-628/,https://juicycouture.ru/upload/iblock/288/288eb5885d85f1139f73949fb05af18a.jpg,https://juicycouture.ru/upload/iblock/b81/b8184fb157f6a84d335968ee7b24cc01.jpg,https://juicycouture.ru/upload/iblock/224/224d4cb369b26ad53d70df995a96ca22.jpg,,
"Шорты Laurel Ditsy Printed Denim","  	 Шорты с высокой посадкой, застежкой на пуговицу, передними и задними карманами.  ",9100,4550,50%,"Одежда > Деним",,,https://juicycouture.ru/catalog/womens-clothing/denim/shorty-laurel-ditsy-printed-denim-WFWB117016-410/,https://juicycouture.ru/upload/iblock/84f/84fd80e1c1aef9f885aadece4631f3de.jpg,https://juicycouture.ru/upload/iblock/c3e/c3e7b45c29749061a2c0993fc24822e9.jpg,https://juicycouture.ru/upload/iblock/6f3/6f3208b4fbbf526c8be3490f5c7edcd5.jpg,,
"Шорты Juicy Jacquard Velour Short","  	 Шорты с эластичной регулируемой талией со шнурком и контрастными полосами.  ",8100,4050,50%,"Одежда > Шорты",,,https://juicycouture.ru/catalog/womens-clothing/shorts/shorty-juicy-jacquard-velour-short-WTKB116624-449/,https://juicycouture.ru/upload/iblock/8e6/8e6f87f49329efc60ef56ff855ce8283.jpg,https://juicycouture.ru/upload/iblock/801/801dbac27ca8769e28109bf845da840c.jpg,https://juicycouture.ru/upload/iblock/a1a/a1a8087a6ab0c66871054cc290e18676.jpg,,
"Блузка Stripe Shirting","  	 Рубашка с воротником с лацканами, длинными рукавами, накладным передним карманом и застежкой на пуговицы.  ",13800,6900,50%,"Одежда > Блузки",,,https://juicycouture.ru/catalog/womens-clothing/blouses/bluzka-stripe-shirting-WFWT116540-107/,https://juicycouture.ru/upload/iblock/1a5/1a51accdf3a714c0b07cbb425eab3a0b.jpg,https://juicycouture.ru/upload/iblock/ef7/ef7fe3a2992baa8e73047b1323f6d719.jpg,https://juicycouture.ru/upload/iblock/099/099b74fcff3841582d3959c481870c7b.jpg,,
"Джинсы Crystal Fringe Hem Girlfriend","Джинсы со средней посадкой голубого цвета с россыпью сверкающих кристаллов по всей поверхности. Края брючин украшены бахромой.  ",8500,4250,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/dzhinsy-crystal-fringe-hem-girlfriend-JWFWB120522-457/,https://juicycouture.ru/upload/iblock/9a1/9a1e2be64bffd2da369a3ddc358491b6.jpg,https://juicycouture.ru/upload/iblock/4bc/4bc979379f8d6826067a28f622f5abd8.jpg,https://juicycouture.ru/upload/iblock/8c0/8c083a51eae6bf83a90902305f6afa18.jpg,,
"Шорты Crystal Denim","Шорты из плотного денима голубого цвета с потертостями и россыпью сверкающих кристаллов по всей поверхности. Традиционно пять карманов.",6600,3300,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/shorty-crystal-denim-JWFWB120524-457/,https://juicycouture.ru/upload/iblock/4c0/4c02ce8715a4be5900d0c774e0a3ea0c.jpg,https://juicycouture.ru/upload/iblock/801/80147df0b6b7a25aa56da0f99c3ad0e7.jpg,https://juicycouture.ru/upload/iblock/574/5744098e67c03b2f538a2ac30a4197b4.jpg,,
"Рюкзак Racer Logo Canvas Robertson","  	 Тканевый рюкзак с нашивками, основным отделением, передним карманом на молнии, ручкой и регулируемыми лямками.  ",14900,7450,50%,"Аксессуары > Сумки > Рюкзаки",,,https://juicycouture.ru/catalog/jewelry-and-accessories/bags/Backpacks/ryukzak-racer-logo-canvas-robertson-WHB117695-419/,https://juicycouture.ru/upload/iblock/e3b/e3b0a0ce117a1d3ccf4935d142b6056d.jpg,https://juicycouture.ru/upload/iblock/c18/c187fd678beaff2e4a1e373bba0db602.jpg,https://juicycouture.ru/upload/iblock/328/328e3189e650e0a4723b279b4f1d48f7.jpg,,
"Футболка Juicy Logo Split Neck Graphic","  	 Футболка свободного кроя с круглым вырезом, короткими рукавами, принтом спереди и деталью на вороте.  ",3900,1950,50%,"Одежда > Футболки",,,https://juicycouture.ru/catalog/womens-clothing/t-shirts/futbolka-juicy-logo-split-neck-graphic-JWTKT120709-009/,https://juicycouture.ru/upload/iblock/3f0/3f0c5a2b46218b9682d3b47f91b7706b.jpg,https://juicycouture.ru/upload/iblock/48e/48ec6f22c2f1466931458f2bde0a0809.jpg,https://juicycouture.ru/upload/iblock/41d/41d8b8db070c5b48e7628ad5361f7ce5.jpg,,
"Платье Annouk Floral Guipure Lace","  	 Платье приталенного силуэты с короткими рукавами, круглым вырезом , застежкой на пуговицу и молнию, вырезом каплей сзади и отделкой из гипюра.  ",26800,13400,50%,"Одежда > Платья",,,https://juicycouture.ru/catalog/womens-clothing/dresses/plate-annouk-floral-guipure-lace-WFWD116569-139/,https://juicycouture.ru/upload/iblock/f55/f555f6f5238a3a5dbe8bc00fce4e8160.jpg,https://juicycouture.ru/upload/iblock/d0f/d0f5895c5f3b22a38382d9192ac4dc7b.jpg,https://juicycouture.ru/upload/iblock/f57/f57235f730a152d87220f87af0ca5ef4.jpg,,
"Шорты Denim Bermuda","  	 Джинсовые шорты с разрывами, отворотами по низу, передними и задними карманами, застежкой на молнию и пуговицу.  ",5600,2800,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/shorty-denim-bermuda-JWFWB120553-420/,https://juicycouture.ru/upload/iblock/911/911ccdddfbd167d14d9a3a69ea01f371.jpg,https://juicycouture.ru/upload/iblock/528/528eab5a77af705d1756f06d638e2b78.jpg,https://juicycouture.ru/upload/iblock/785/785504328a7d0a306f06fa772a454a40.jpg,,
"Юбка Denim Tie Front Peplum","  	 Юбка А-силуэта с поясом из джинсовой ткани, пятью карманами, необработанной кромкой по низу и застежкой на молнию и пуговицу.  ",5600,2800,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/yubka-denim-tie-front-peplum-JWFWB121219-493/,https://juicycouture.ru/upload/iblock/b06/b06d78041c26e5c1e136b44ea2687d2a.jpg,https://juicycouture.ru/upload/iblock/9a8/9a82a0597a43a66657cfd9a26a37d4a6.jpg,https://juicycouture.ru/upload/iblock/98b/98bc87e1f80ca176063cb53deb674b44.jpg,,
"Шорты Banana Print Tricot","  	 Шорты с эластичной регулируемой талией со шнурком, контрастной окантовкой, разрезами с боковых сторон и банановым принтом  ",4200,2100,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/shorty-banana-print-tricot-JWTKB122378-959/,https://juicycouture.ru/upload/iblock/f0b/f0bcffad76d83f5657713ab1753dc695.jpg,https://juicycouture.ru/upload/iblock/329/3298f87536da97c7751c9082940e2334.jpg,https://juicycouture.ru/upload/iblock/113/11330ed03714d10ff5b83c9cc8e961e4.jpg,,
"Шорты Banana Patch Tricot","  	 Шорты с эластичной регулируемой талией со шнурком, контрастной окантовкой, разрезами с боковых сторон и вышивкой-бананом с правой стороны.  ",4200,2100,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/shorty-banana-patch-tricot-JWTKB126809-407/,https://juicycouture.ru/upload/iblock/629/6296924ffea1c6f2e55625e381aefed3.jpg,https://juicycouture.ru/upload/iblock/83f/83f70b00ae1dbaebdd3898074869db77.jpg,https://juicycouture.ru/upload/iblock/6a2/6a2560f75e906c3ab8e9e8a3ddedeb3b.jpg,,
"Куртка Colorblock Tricot Jacket","  	 Укороченная куртка с длинными рукавами, контрастным капюшоном и полосами, манжетами на рукавах и по низу и застежкой на молнию спереди.  ",6600,3300,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/kurtka-colorblock-tricot-jacket-JWTKJ126804-407/,https://juicycouture.ru/upload/iblock/2bd/2bdd2356301e9b555f6dd3d5eb1b107a.jpg,https://juicycouture.ru/upload/iblock/7bb/7bb95537f3840904032d7a6266e55396.jpg,https://juicycouture.ru/upload/iblock/917/917ab6cfb39561ef385dc2b78e781015.jpg,,
"Футболка One Shoulder Rainbow Graphic","  	 Футболка с открытым плечом и принтом спереди.  ",3300,1650,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/futbolka-one-shoulder-rainbow-graphic-JWTKT120719-119/,https://juicycouture.ru/upload/iblock/bb2/bb2b2713670683a7de5fe1c8a7eb97eb.jpg,https://juicycouture.ru/upload/iblock/726/726c631e443d7cf5d016c95b04302051.jpg,https://juicycouture.ru/upload/iblock/24e/24e3470d63b1d175fd7f7465785841ca.jpg,,
"Футболка Banana Patch Ruffle Hem","  	 Футболка с короткими рукавами, круглым вырезом, вышивкой спереди и баской по низу. Представлена в двух цветах  ",4200,2100,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/futbolka-banana-patch-ruffle-hem-JWTKT120843-119/,https://juicycouture.ru/upload/iblock/b13/b135943db3a5fe70d783b297b602de26.jpg,https://juicycouture.ru/upload/iblock/335/3356bccd91d54997b930dc3131f06ef1.jpg,https://juicycouture.ru/upload/iblock/e5b/e5baff21f0dd15b112f33de828f3bdcd.jpg,,
"Футболка Banana Patch Ruffle Hem","  	 Футболка с короткими рукавами, круглым вырезом, вышивкой спереди и баской по низу. Представлена в двух цветах  ",4200,2100,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/futbolka-banana-patch-ruffle-hem-JWTKT120843-419/,https://juicycouture.ru/upload/iblock/257/2578771ded4da42b12fd1f5723cc5624.jpg,https://juicycouture.ru/upload/iblock/7be/7be13bacb87ccfc6c8dcfb08b51f24eb.jpg,https://juicycouture.ru/upload/iblock/4c7/4c7b14b0640b076609900c7886ac1adb.jpg,,
"Платье Banana Print Chambray Midi","  	 Платье с короткими рукавами, банановым принтом, застежкой на пуговицы, узлом и разрезом спереди.  ",8500,4250,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/plate-banana-print-chambray-midi-JWFWD120549-436/,https://juicycouture.ru/upload/iblock/a2c/a2ce0cff257e460537fc6b0eebf358c6.jpg,https://juicycouture.ru/upload/iblock/bd3/bd33480053e4415480738a69bf05966a.jpg,https://juicycouture.ru/upload/iblock/db3/db32d72298fc2493fdc7dcb4b5096a0a.jpg,,
"Комбинезон Juicy Banana Patch Short","  	 Короткий джинсовый комбинезон, с вышивкой сзади, необработанной кромкой по низу и застежкой на пуговицы спереди.  ",9500,4750,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/kombinezon-juicy-banana-patch-short-JWFWR120543-742/,https://juicycouture.ru/upload/iblock/49d/49dcb747df29f0f44f39dc9d7a8c8028.jpg,https://juicycouture.ru/upload/iblock/93c/93ce3fc778c2889fe632ef881dc6edc2.jpg,https://juicycouture.ru/upload/iblock/a4d/a4dda7c0b7542a78e5e8d35ab6d58bfc.jpg,,
